light,mobility,resilience,recovery,discipline,intellect,strength,class,mode,tiers_mob,tiers_res,tiers_rec,tiers_dis,tiers_int,tiers_str,tiers,total
1586,61,60,103,70,90,47,Warlock,Control,6,6,10,7,9,4,42,431
1550,61,74,73,50,66,62,Titan,Trials,6,7,7,5,6,6,37,386
1581,33,46,91,91,84,33,Warlock,Control,3,4,9,9,8,3,36,378
1560,77,91,73,26,98,89,Titan,Trials,7,9,7,2,9,8,42,454
1576,82,42,98,34,80,53,Hunter,Control,8,4,9,3,8,5,37,389
1557,80,73,104,82,53,34,Warlock,Trials,8,7,10,8,5,3,41,426
1558,37,30,102,87,45,33,Warlock,Trials,3,3,10,8,4,3,31,334
1503,81,77,41,58,48,64,Hunter,Trials,8,7,4,5,4,6,34,369
1560,38,57,103,41,102,54,Titan,Trials,3,5,10,4,10,5,37,395
1550,79,71,81,52,90,58,Titan,Trials,7,7,8,5,9,5,41,431
1560,77,91,73,26,98,89,Titan,Trials,7,9,7,2,9,8,42,454
1559,90,45,101,45,40,102,Hunter,Trials,9,4,10,4,4,10,41,423
1586,90,22,100,92,50,23,Hunter,Control,9,2,10,9,5,2,37,377
1560,50,94,71,40,104,51,Titan,Trials,5,9,7,4,10,5,40,410
1560,80,56,66,50,58,61,Hunter,Trials,8,5,6,5,5,6,35,371
1574,99,100,55,80,44,65,Titan,Control,9,10,5,8,4,6,42,443
1559,88,68,61,26,87,46,Hunter,Trials,8,6,6,2,8,4,34,376
1564,41,51,101,40,90,32,Warlock,Control,4,5,10,4,9,3,35,355
1567,53,43,94,52,54,51,Hunter,Control,5,4,9,5,5,5,33,347
1560,104,35,100,40,100,28,Hunter,Trials,10,3,10,4,10,2,39,407
1564,72,60,102,73,63,33,Warlock,Control,7,6,10,7,6,3,39,403
1544,52,56,53,72,70,53,Hunter,Trials,5,5,5,7,7,5,34,356
1552,22,114,55,37,71,68,Titan,Trials,2,11,5,3,7,6,34,367
1559,109,18,57,32,68,104,Hunter,Trials,10,1,5,3,6,10,35,388
1549,44,28,104,100,39,39,Titan,Trials,4,2,10,10,3,3,32,354
1557,36,82,34,102,46,58,Titan,Trials,3,8,3,10,4,5,33,358
1585,44,47,101,100,80,38,Warlock,Control,4,4,10,10,8,3,39,410
1560,100,51,81,81,40,90,Hunter,Trials,10,5,8,8,4,9,44,443
1560,104,35,100,40,100,28,Hunter,Trials,10,3,10,4,10,2,39,407
1555,35,47,96,102,47,63,Warlock,Trials,3,4,9,10,4,6,36,390
1560,103,36,101,26,105,46,Hunter,Trials,10,3,10,2,10,4,39,417
1558,108,36,103,43,61,63,Warlock,Trials,10,3,10,4,6,6,39,414
1559,99,32,83,51,59,65,Hunter,Trials,9,3,8,5,5,6,36,389
1581,82,42,109,38,87,42,Hunter,Survival,8,4,10,3,8,4,37,400
1556,68,86,50,55,67,49,Hunter,Trials,6,8,5,5,6,4,34,375
1429,105,51,20,47,61,49,Hunter,Survival,10,5,2,4,6,4,31,333
1524,84,34,107,40,71,38,Hunter,Control,8,3,10,4,7,3,35,374
1560,70,60,82,35,97,43,Warlock,Trials,7,6,8,3,9,4,37,387
1520,70,29,44,68,63,42,Hunter,Trials,7,2,4,6,6,4,29,316
1560,77,41,75,96,67,73,Warlock,Trials,7,4,7,9,6,7,40,429
1558,82,34,72,65,42,40,Hunter,Trials,8,3,7,6,4,4,32,335
1559,103,26,33,87,67,42,Hunter,Trials,10,2,3,8,6,4,33,358
1570,40,76,69,63,79,46,Titan,Control,4,7,6,6,7,4,34,373
1560,16,52,94,89,39,35,Titan,Trials,1,5,9,8,3,3,29,325
1558,70,60,82,35,97,43,Warlock,Trials,7,6,8,3,9,4,37,387
1566,112,33,101,29,84,75,Hunter,Control,11,3,10,2,8,7,41,434
1578,32,55,100,55,67,20,Titan,Control,3,5,10,5,6,2,31,329
1560,50,23,86,63,72,63,Titan,Trials,5,2,8,6,7,6,34,357
1416,21,92,50,34,50,50,Warlock,Control,2,9,5,3,5,5,29,297
1560,77,41,75,96,67,73,Warlock,Trials,7,4,7,9,6,7,40,429
1559,103,26,33,87,67,42,Hunter,Trials,10,2,3,8,6,4,33,358
1369,69,17,22,35,41,31,Titan,Survival,6,1,2,3,4,3,19,215
1579,55,55,100,93,100,22,Warlock,Control,5,5,10,9,10,2,41,425
1585,58,68,77,17,58,65,Warlock,Survival,5,6,7,1,5,6,30,343
1554,59,60,109,47,104,56,Warlock,Trials,5,6,10,4,10,5,40,435
1552,98,34,48,40,69,18,Warlock,Trials,9,3,4,4,6,1,27,307
1560,100,23,100,67,81,45,Hunter,Trials,10,2,10,6,8,4,40,416
1557,82,18,112,43,94,28,Hunter,Trials,8,1,11,4,9,2,35,377
1560,102,19,100,90,35,62,Hunter,Trials,10,1,10,9,3,6,39,408
1576,34,68,51,40,27,52,Titan,Control,3,6,5,4,2,5,25,272
1559,104,40,87,60,85,48,Hunter,Trials,10,4,8,6,8,4,40,424
1580,68,32,91,96,45,59,Warlock,Control,6,3,9,9,4,5,36,391
1577,67,65,100,42,76,75,Warlock,Control,6,6,10,4,7,7,40,425
1559,97,43,100,101,37,18,Warlock,Trials,9,4,10,10,3,1,37,396
1560,100,33,100,25,75,101,Hunter,Trials,10,3,10,2,7,10,42,434
1554,100,42,93,37,103,26,Hunter,Trials,10,4,9,3,10,2,38,401
1558,34,100,62,103,22,29,Titan,Trials,3,10,6,10,2,2,33,350
1558,102,57,64,103,52,33,Hunter,Trials,10,5,6,10,5,3,39,411
1580,103,28,99,50,51,76,Hunter,Control,10,2,9,5,5,7,38,407
1559,71,41,100,102,45,30,Warlock,Trials,7,4,10,10,4,3,38,389
1552,20,39,103,77,64,20,Warlock,Trials,2,3,10,7,6,2,30,323
1549,51,48,64,56,49,25,Warlock,Trials,5,4,6,5,4,2,26,293
1569,83,54,89,58,70,60,Hunter,Control,8,5,8,5,7,6,39,414
1555,103,35,100,28,101,33,Hunter,Trials,10,3,10,2,10,3,38,400
1558,100,50,64,38,101,40,Hunter,Trials,10,5,6,3,10,4,38,393
1560,61,91,102,60,91,50,Titan,Trials,6,9,10,6,9,5,45,455
1575,66,46,100,100,44,52,Titan,Control,6,4,10,10,4,5,39,408
1559,60,31,100,100,60,43,Warlock,Trials,6,3,10,10,6,4,39,394
1545,39,32,39,72,24,28,Hunter,Trials,3,3,3,7,2,2,20,234
1560,22,100,92,105,40,28,Titan,Trials,2,10,9,10,4,2,37,387
1560,24,80,101,50,28,82,Titan,Trials,2,8,10,5,2,8,35,365
1548,66,79,32,42,75,46,Titan,Trials,6,7,3,4,7,4,31,340
1558,18,81,104,100,42,32,Titan,Trials,1,8,10,10,4,3,36,377
1559,64,71,101,72,72,58,Warlock,Trials,6,7,10,7,7,5,42,438
1572,82,42,98,51,54,58,Warlock,Control,8,4,9,5,5,5,36,385
1581,53,102,31,105,62,29,Titan,Control,5,10,3,10,6,2,36,382
1552,67,30,48,33,40,56,Titan,Trials,6,3,4,3,4,5,25,274
1552,101,30,92,54,81,33,Hunter,Trials,10,3,9,5,8,3,38,391
1543,103,18,100,90,33,32,Hunter,Control,10,1,10,9,3,3,36,376
1557,32,104,94,104,47,29,Titan,Trials,3,10,9,10,4,2,38,410
1551,40,29,96,85,58,42,Warlock,Trials,4,2,9,8,5,4,32,350
1557,93,49,102,37,93,27,Hunter,Trials,9,4,10,3,9,2,37,401
1568,102,32,100,39,103,80,Hunter,Control,10,3,10,3,10,8,44,456
1552,38,62,104,89,52,18,Warlock,Trials,3,6,10,8,5,1,33,363
1560,64,71,101,72,72,58,Warlock,Trials,6,7,10,7,7,5,42,438
1541,32,43,104,92,81,32,Warlock,Control,3,4,10,9,8,3,37,384
1578,36,70,53,42,29,54,Titan,Control,3,7,5,4,2,5,26,284
1583,90,58,82,62,103,34,Hunter,Control,9,5,8,6,10,3,41,429
1576,77,65,85,52,86,75,Warlock,Control,7,6,8,5,8,7,41,440
1558,103,45,100,104,39,20,Warlock,Trials,10,4,10,10,3,2,39,411
1560,33,48,100,21,97,31,Warlock,Trials,3,4,10,2,9,3,31,330
1560,56,52,103,101,93,38,Titan,Trials,5,5,10,10,9,3,42,443
1576,62,101,52,49,93,29,Warlock,Control,6,10,5,4,9,2,36,386
1567,91,38,103,33,76,49,Titan,Control,9,3,10,3,7,4,36,390
1581,102,57,64,103,52,33,Hunter,Control,10,5,6,10,5,3,39,411
1521,67,62,61,67,26,64,Hunter,Trials,6,6,6,6,2,6,32,347
1555,41,80,73,28,82,55,Titan,Trials,4,8,7,2,8,5,34,359
1559,72,40,83,81,36,45,Hunter,Trials,7,4,8,8,3,4,34,357
1555,85,60,84,62,37,71,Hunter,Trials,8,6,8,6,3,7,38,399
1561,92,99,33,55,90,43,Hunter,Control,9,9,3,5,9,4,39,412
1551,103,41,100,102,27,35,Hunter,Trials,10,4,10,10,2,3,39,408
1520,46,60,87,32,54,52,Warlock,Control,4,6,8,3,5,5,31,331
1560,102,44,86,37,105,46,Hunter,Trials,10,4,8,3,10,4,39,420
1530,13,73,92,60,54,16,Titan,Trials,1,7,9,6,5,1,29,308
1558,66,46,100,100,44,52,Titan,Trials,6,4,10,10,4,5,39,408
1577,42,36,100,25,61,38,Hunter,Control,4,3,10,2,6,3,28,302
1504,53,62,100,80,101,32,Warlock,Control,5,6,10,8,10,3,42,428
1586,101,25,102,32,101,45,Hunter,Control,10,2,10,3,10,4,39,406
1560,85,50,82,68,35,47,Titan,Trials,8,5,8,6,3,4,34,367
1553,37,72,104,35,102,23,Warlock,Trials,3,7,10,3,10,2,35,373
1560,101,50,103,51,54,50,Hunter,Trials,10,5,10,5,5,5,40,409
1454,105,57,62,52,54,75,Hunter,Control,10,5,6,5,5,7,38,405
1559,53,44,90,72,71,51,Warlock,Control,5,4,9,7,7,5,37,381
1588,71,73,103,37,104,26,Titan,Control,7,7,10,3,10,2,39,414
1584,66,42,103,50,83,31,Hunter,Control,6,4,10,5,8,3,36,375
1571,37,72,104,35,102,23,Warlock,Rumble,3,7,10,3,10,2,35,373
1585,101,50,103,51,54,50,Hunter,Survival,10,5,10,5,5,5,40,409
1588,71,73,103,37,104,26,Titan,Control,7,7,10,3,10,2,39,414
1577,101,48,41,47,59,39,Hunter,Rumble,10,4,4,4,5,3,30,335
1581,73,62,84,73,96,38,Hunter,Control,7,6,8,7,9,3,40,426
1505,13,42,36,21,46,35,Hunter,Control,1,4,3,2,4,3,17,193
1560,27,49,105,59,56,66,Warlock,Trials,2,4,10,5,5,6,32,362
1566,84,62,100,61,58,70,Hunter,Control,8,6,10,6,5,7,42,435
1560,19,48,112,54,114,29,Titan,Trials,1,4,11,5,11,2,34,376
1557,86,23,78,90,48,43,Hunter,Trials,8,2,7,9,4,4,34,368
1580,74,42,87,46,79,23,Hunter,Control,7,4,8,4,7,2,32,351
1557,18,41,100,50,30,33,Titan,Control,1,4,10,5,3,3,26,272
1550,61,28,102,101,74,43,Warlock,Trials,6,2,10,10,7,4,39,409
1559,38,38,106,100,88,26,Warlock,Trials,3,3,10,10,8,2,36,396
1559,38,41,94,88,77,73,Warlock,Trials,3,4,9,8,7,7,38,411
1523,47,109,42,46,45,29,Titan,Control,4,10,4,4,4,2,28,318
1576,29,37,102,54,92,29,Warlock,Control,2,3,10,5,9,2,31,343
1560,101,22,103,99,26,73,Hunter,Trials,10,2,10,9,2,7,40,424
1558,100,28,100,18,102,31,Warlock,Trials,10,2,10,1,10,3,36,379
1563,66,31,84,25,53,34,Hunter,Control,6,3,8,2,5,3,27,293
1578,36,103,72,57,53,36,Titan,Control,3,10,7,5,5,3,33,357
1558,101,23,100,44,72,56,Hunter,Trials,10,2,10,4,7,5,38,396
1544,106,30,80,51,98,33,Hunter,Control,10,3,8,5,9,3,38,398
1560,101,22,103,99,26,73,Hunter,Trials,10,2,10,9,2,7,40,424
1554,102,18,100,44,70,68,Hunter,Trials,10,1,10,4,7,6,38,402
1549,26,51,90,63,85,17,Titan,Control,2,5,9,6,8,1,31,332
1564,94,33,92,53,87,27,Hunter,Control,9,3,9,5,8,2,36,386
1559,117,40,23,89,47,90,Titan,Trials,11,4,2,8,4,9,38,406
1560,100,24,103,101,44,53,Hunter,Trials,10,2,10,10,4,5,41,425
1559,36,34,107,92,41,35,Warlock,Trials,3,3,10,9,4,3,32,345
1568,35,41,90,83,52,28,Warlock,Control,3,4,9,8,5,2,31,329
1558,102,34,103,32,50,95,Hunter,Trials,10,3,10,3,5,9,40,416
1556,87,52,72,38,68,62,Hunter,Trials,8,5,7,3,6,6,35,379
1560,84,75,92,54,90,53,Hunter,Trials,8,7,9,5,9,5,43,448
1550,26,55,99,81,62,30,Warlock,Control,2,5,9,8,6,3,33,353
1559,37,43,103,90,72,37,Titan,Trials,3,4,10,9,7,3,36,382
1556,102,36,106,29,102,30,Hunter,Trials,10,3,10,2,10,3,38,405
1558,102,29,101,37,102,46,Titan,Trials,10,2,10,3,10,4,39,417
1515,46,38,102,102,51,55,Warlock,Control,4,3,10,10,5,5,37,394
1560,23,90,100,60,72,61,Titan,Trials,2,9,10,6,7,6,40,406
1555,26,91,71,48,68,53,Titan,Trials,2,9,7,4,6,5,33,357
1557,83,43,92,34,89,48,Hunter,Trials,8,4,9,3,8,4,36,389
1557,49,75,69,61,103,70,Titan,Trials,4,7,6,6,10,7,40,427
1559,102,40,80,54,83,52,Hunter,Trials,10,4,8,5,8,5,40,411
1553,37,43,103,90,72,37,Titan,Control,3,4,10,9,7,3,36,382
1560,102,24,102,105,53,25,Hunter,Trials,10,2,10,10,5,2,39,411
1523,51,72,40,46,51,60,Warlock,Trials,5,7,4,4,5,6,31,320
1583,42,103,97,63,73,42,Warlock,Control,4,10,9,6,7,4,40,420
1559,100,26,100,33,96,52,Hunter,Trials,10,2,10,3,9,5,39,407
1559,32,100,102,42,94,58,Titan,Trials,3,10,10,4,9,5,41,428
1352,101,56,28,44,103,52,Hunter,Control,10,5,2,4,10,5,36,384
1560,80,20,102,40,103,52,Titan,Trials,8,2,10,4,10,5,39,397
1551,36,44,101,93,60,24,Warlock,Control,3,4,10,9,6,2,34,358
1582,101,33,103,61,102,52,Hunter,Survival,10,3,10,6,10,5,44,452
1520,101,25,101,36,67,51,Hunter,Rumble,10,2,10,3,6,5,36,381
1560,26,101,56,45,86,10,Titan,Trials,2,10,5,4,8,1,30,324
1556,100,36,106,32,103,34,Hunter,Control,10,3,10,3,10,3,39,411
1550,94,35,57,44,104,51,Hunter,Trials,9,3,5,4,10,5,36,385
1554,81,43,62,45,72,48,Warlock,Trials,8,4,6,4,7,4,33,351
1556,105,49,64,51,104,43,Hunter,Trials,10,4,6,5,10,4,39,416
1558,79,27,101,22,100,38,Hunter,Control,7,2,10,2,10,3,34,367
1559,100,39,101,46,108,49,Hunter,Trials,10,3,10,4,10,4,41,443
1548,32,62,102,43,63,50,Warlock,Control,3,6,10,4,6,5,34,352
1560,22,60,100,52,50,94,Titan,Trials,2,6,10,5,5,9,37,378
1574,100,33,100,41,88,29,Hunter,Control,10,3,10,4,8,2,37,391
1554,81,43,62,45,72,48,Warlock,Trials,8,4,6,4,7,4,33,351
1555,25,26,103,106,10,51,Titan,Trials,2,2,10,10,1,5,30,321
1545,95,49,64,51,94,43,Hunter,Control,9,4,6,5,9,4,37,396
1557,29,90,101,43,90,28,Titan,Trials,2,9,10,4,9,2,36,381
1554,72,72,64,65,50,43,Hunter,Trials,7,7,6,6,5,4,35,366
1541,94,21,101,37,37,90,Hunter,Control,9,2,10,3,3,9,36,380
1581,44,49,103,100,53,44,Warlock,Control,4,4,10,10,5,4,37,393
1558,98,19,72,62,82,60,Hunter,Trials,9,1,7,6,8,6,37,393
1564,101,22,105,26,84,59,Hunter,Control,10,2,10,2,8,5,37,397
1584,28,45,101,17,77,39,Hunter,Survival,2,4,10,1,7,3,27,307
1539,30,90,100,60,62,31,Titan,Control,3,9,10,6,6,3,37,373
1523,103,38,100,51,72,52,Hunter,Control,10,3,10,5,7,5,40,416
1560,100,25,81,91,29,75,Warlock,Trials,10,2,8,9,2,7,38,401
1559,49,69,90,30,77,57,Warlock,Trials,4,6,9,3,7,5,34,372
1583,16,49,88,40,85,62,Titan,Control,1,4,8,4,8,6,31,340
1550,46,36,82,26,57,22,Hunter,Trials,4,3,8,2,5,2,24,269
1570,25,84,100,46,58,54,Warlock,Control,2,8,10,4,5,5,34,367
1559,49,69,90,30,77,57,Warlock,Trials,4,6,9,3,7,5,34,372
1559,101,32,103,44,102,31,Hunter,Trials,10,3,10,4,10,3,40,413
1550,46,36,82,26,57,22,Hunter,Trials,4,3,8,2,5,2,24,269
1491,102,41,75,40,92,47,Hunter,Control,10,4,7,4,9,4,38,397
1559,58,39,109,33,109,67,Titan,Trials,5,3,10,3,10,6,37,415
1547,46,65,96,41,70,44,Titan,Control,4,6,9,4,7,4,34,362
1552,48,69,100,56,104,45,Titan,Trials,4,6,10,5,10,4,39,422
1558,102,22,100,41,61,81,Hunter,Trials,10,2,10,4,6,8,40,407
1556,79,30,109,86,62,33,Hunter,Trials,7,3,10,8,6,3,37,399
1551,44,36,105,104,63,55,Warlock,Control,4,3,10,10,6,5,38,407
1552,72,52,101,80,60,62,Titan,Trials,7,5,10,8,6,6,42,427
1582,103,42,100,41,84,54,Hunter,Control,10,4,10,4,8,5,41,424
1506,83,46,103,92,81,33,Hunter,Control,8,4,10,9,8,3,42,438
1560,101,26,102,80,104,18,Hunter,Control,10,2,10,8,10,1,41,431
1555,40,42,101,92,101,52,Warlock,Trials,4,4,10,9,10,5,42,428
1582,103,26,100,31,101,32,Hunter,Control,10,2,10,3,10,3,38,393
1568,25,102,80,47,82,28,Titan,Control,2,10,8,4,8,2,34,364
1559,58,39,109,33,109,67,Titan,Trials,5,3,10,3,10,6,37,415
1552,48,69,100,56,104,45,Titan,Trials,4,6,10,5,10,4,39,422
1560,101,32,100,40,83,39,Hunter,Trials,10,3,10,4,8,3,38,395
1557,61,32,102,59,67,39,Hunter,Trials,6,3,10,5,6,3,33,360
1508,81,48,89,49,55,57,Warlock,Control,8,4,8,4,5,5,34,379
1552,72,52,101,80,60,62,Titan,Trials,7,5,10,8,6,6,42,427
1560,103,32,100,51,84,54,Hunter,Trials,10,3,10,5,8,5,41,424
1558,103,35,90,103,31,38,Hunter,Trials,10,3,9,10,3,3,38,400
1558,102,49,61,109,61,43,Hunter,Trials,10,4,6,10,6,4,40,425
1506,83,46,103,92,81,33,Hunter,Control,8,4,10,9,8,3,42,438
1552,102,35,94,45,76,28,Hunter,Trials,10,3,9,4,7,2,35,380
1560,60,70,100,40,60,80,Titan,Trials,6,7,10,4,6,8,41,410
1574,26,37,104,77,54,29,Warlock,Control,2,3,10,7,5,2,29,327
1581,59,47,100,78,53,58,Warlock,Control,5,4,10,7,5,5,36,395
1552,40,44,62,97,22,77,Warlock,Trials,4,4,6,9,2,7,32,342
1560,80,66,101,90,51,52,Hunter,Trials,8,6,10,9,5,5,43,440
1559,30,51,104,61,94,58,Warlock,Trials,3,5,10,6,9,5,38,398
1579,102,54,69,102,54,52,Hunter,Control,10,5,6,10,5,5,41,433
1559,42,47,103,83,60,42,Hunter,Trials,4,4,10,8,6,4,36,377
1560,80,66,101,90,51,52,Hunter,Trials,8,6,10,9,5,5,43,440
1551,104,36,77,78,66,22,Hunter,Trials,10,3,7,7,6,2,35,383
1558,65,50,54,91,42,53,Warlock,Trials,6,5,5,9,4,5,34,355
1560,89,52,85,60,65,67,Hunter,Trials,8,5,8,6,6,6,39,418
1560,80,66,101,90,51,52,Hunter,Trials,8,6,10,9,5,5,43,440
1579,103,23,101,61,61,90,Hunter,Rumble,10,2,10,6,6,9,43,439
1560,78,52,92,83,40,80,Hunter,Trials,7,5,9,8,4,8,41,425
1568,41,60,82,44,72,32,Titan,Control,4,6,8,4,7,3,32,331
1574,101,16,102,52,73,61,Hunter,Control,10,1,10,5,7,6,39,405
1560,61,60,101,101,41,32,Warlock,Trials,6,6,10,10,4,3,39,396
1559,100,26,101,54,71,50,Hunter,Trials,10,2,10,5,7,5,39,402
1560,76,28,104,41,91,25,Hunter,Trials,7,2,10,4,9,2,34,365
1505,77,46,104,100,49,70,Warlock,Control,7,4,10,10,4,7,42,446
1559,34,60,100,90,51,42,Titan,Trials,3,6,10,9,5,4,37,377
1567,49,42,101,40,103,31,Titan,Control,4,4,10,4,10,3,35,366
1559,104,32,106,54,84,62,Hunter,Trials,10,3,10,5,8,6,42,442
1540,60,64,103,100,65,45,Warlock,Control,6,6,10,10,6,4,42,437
1559,100,26,101,54,71,50,Hunter,Trials,10,2,10,5,7,5,39,402
1558,70,56,91,101,59,64,Warlock,Trials,7,5,9,10,5,6,42,441
1579,32,100,102,62,38,63,Titan,Survival,3,10,10,6,3,6,38,397
1447,101,50,91,51,77,70,Hunter,Control,10,5,9,5,7,7,43,440
1583,79,43,78,78,59,58,Titan,Control,7,4,7,7,5,5,35,395
1554,25,27,103,78,83,26,Warlock,Trials,2,2,10,7,8,2,31,342
1559,102,68,45,30,32,64,Hunter,Trials,10,6,4,3,3,6,32,341
1581,103,46,93,62,72,53,Hunter,Survival,10,4,9,6,7,5,41,429
1555,74,43,94,26,75,86,Warlock,Trials,7,4,9,2,7,8,37,398
1556,102,45,101,35,102,44,Hunter,Trials,10,4,10,3,10,4,41,429
1519,16,42,105,26,94,39,Warlock,Control,1,4,10,2,9,3,29,322
1553,61,53,100,91,47,48,Warlock,Trials,6,5,10,9,4,4,38,400
1528,45,87,88,34,101,60,Titan,Trials,4,8,8,3,10,6,39,415
1556,102,45,101,35,102,44,Hunter,Trials,10,4,10,3,10,4,41,429
1573,43,30,71,63,41,73,Warlock,Control,4,3,7,6,4,7,31,321
1562,64,90,80,67,75,62,Titan,Control,6,9,8,6,7,6,42,438
1557,100,28,103,90,46,32,Hunter,Trials,10,2,10,9,4,3,38,399
1560,84,43,100,90,72,56,Hunter,Trials,8,4,10,9,7,5,43,445
1567,38,83,92,37,66,74,Titan,Control,3,8,9,3,6,7,36,390
1566,105,23,96,38,98,38,Hunter,Control,10,2,9,3,9,3,36,398
1586,18,100,78,52,53,33,Titan,Control,1,10,7,5,5,3,31,334
1573,26,46,41,56,38,51,Warlock,Control,2,4,4,5,3,5,23,258
1551,40,53,104,27,72,52,Titan,Trials,4,5,10,2,7,5,33,348
1570,37,95,61,38,66,44,Titan,Control,3,9,6,3,6,4,31,341
1560,45,44,100,64,92,26,Warlock,Trials,4,4,10,6,9,2,35,371
1553,50,53,101,90,53,43,Warlock,Control,5,5,10,9,5,4,38,390
1531,49,42,104,32,75,16,Warlock,Trials,4,4,10,3,7,1,29,318
1560,90,23,102,19,105,22,Hunter,Trials,9,2,10,1,10,2,34,361
1584,45,81,70,46,30,69,Hunter,Control,4,8,7,4,3,6,32,341
1560,54,66,72,39,59,81,Titan,Trials,5,6,7,3,5,8,34,371
1569,37,95,71,38,56,44,Titan,Control,3,9,7,3,5,4,31,341
1557,39,46,103,39,59,57,Hunter,Control,3,4,10,3,5,5,30,343
1557,100,34,102,64,57,48,Hunter,Trials,10,3,10,6,5,4,38,405
1531,49,42,104,32,75,16,Warlock,Trials,4,4,10,3,7,1,29,318
1560,90,23,102,19,105,22,Hunter,Trials,9,2,10,1,10,2,34,361
1556,92,49,104,43,100,56,Titan,Trials,9,4,10,4,10,5,42,444
1558,100,32,101,102,63,35,Warlock,Trials,10,3,10,10,6,3,42,433
1558,102,36,90,29,104,52,Hunter,Trials,10,3,9,2,10,5,39,413
1579,100,18,100,22,108,26,Hunter,Control,10,1,10,2,10,2,35,374
1560,56,81,102,39,103,46,Titan,Trials,5,8,10,3,10,4,40,427
1555,101,52,100,100,63,18,Hunter,Trials,10,5,10,10,6,1,42,434
1560,105,32,82,19,65,100,Hunter,Trials,10,3,8,1,6,10,38,403
1581,22,71,103,56,63,32,Titan,Control,2,7,10,5,6,3,33,347
1554,73,30,70,36,44,46,Hunter,Trials,7,3,7,3,4,4,28,299
1583,100,55,48,50,71,60,Hunter,Control,10,5,4,5,7,6,37,384
1560,78,52,100,50,82,47,Titan,Trials,7,5,10,5,8,4,39,409
1560,22,91,79,86,54,40,Warlock,Trials,2,9,7,8,5,4,35,372
1543,53,28,80,88,37,32,Warlock,Trials,5,2,8,8,3,3,29,318
1559,19,53,101,40,104,39,Warlock,Trials,1,5,10,4,10,3,33,356
1560,74,107,43,8,97,62,Titan,Trials,7,10,4,0,9,6,36,391
1523,100,39,83,68,23,90,Hunter,Control,10,3,8,6,2,9,38,403
1581,22,71,103,56,63,32,Titan,Control,2,7,10,5,6,3,33,347
1570,42,100,100,69,36,67,Titan,Control,4,10,10,6,3,6,39,414
1572,16,31,104,93,45,27,Warlock,Control,1,3,10,9,4,2,29,316
1558,27,98,41,15,66,43,Titan,Trials,2,9,4,1,6,4,26,290
1560,22,91,79,86,54,40,Warlock,Trials,2,9,7,8,5,4,35,372
1548,69,30,86,96,59,28,Warlock,Trials,6,3,8,9,5,2,33,368
1553,33,45,100,36,105,44,Warlock,Trials,3,4,10,3,10,4,34,363
1560,69,34,105,32,46,102,Titan,Trials,6,3,10,3,4,10,36,388
1560,38,70,58,70,70,60,Titan,Trials,3,7,5,7,7,6,35,366
1580,43,62,101,101,42,34,Titan,Control,4,6,10,10,4,3,37,383
1580,43,50,102,60,111,22,Warlock,Rumble,4,5,10,6,11,2,38,388
1558,36,47,97,63,38,51,Titan,Trials,3,4,9,6,3,5,30,332
1557,37,54,92,64,47,36,Titan,Trials,3,5,9,6,4,3,30,330
1583,44,64,102,37,93,51,Warlock,Survival,4,6,10,3,9,5,37,391
1551,74,49,51,84,65,85,Titan,Trials,7,4,5,8,6,8,38,408
1554,38,35,92,47,100,30,Titan,Rumble,3,3,9,4,10,3,32,342
1532,53,22,93,37,78,44,Hunter,Control,5,2,9,3,7,4,30,327
1560,74,107,43,8,97,62,Titan,Trials,7,10,4,0,9,6,36,391
1560,100,24,100,60,81,18,Hunter,Trials,10,2,10,6,8,1,37,383
1571,72,82,64,59,66,62,Warlock,Control,7,8,6,5,6,6,38,405
1579,38,41,101,93,47,46,Warlock,Control,3,4,10,9,4,4,34,366
1381,81,92,40,34,103,51,Titan,Control,8,9,4,3,10,5,39,401
1559,13,71,100,74,30,48,Hunter,Trials,1,7,10,7,3,4,32,336
1558,35,56,66,87,68,24,Warlock,Trials,3,5,6,8,6,2,30,336
1572,104,34,107,66,68,37,Hunter,Control,10,3,10,6,6,3,38,416
1557,100,30,100,26,101,56,Hunter,Trials,10,3,10,2,10,5,40,413
1554,98,22,96,50,85,49,Hunter,Trials,9,2,9,5,8,4,37,400
1558,100,32,91,70,61,50,Hunter,Trials,10,3,9,7,6,5,40,404
1551,66,33,103,60,56,65,Titan,Trials,6,3,10,6,5,6,36,383
1576,26,98,91,42,95,41,Warlock,Control,2,9,9,4,9,4,37,393
1555,82,32,103,47,71,43,Hunter,Trials,8,3,10,4,7,4,36,378
1560,90,33,100,37,86,35,Hunter,Trials,9,3,10,3,8,3,36,381
1525,44,30,102,35,75,12,Warlock,Control,4,3,10,3,7,1,28,298
1550,46,89,78,73,66,60,Titan,Control,4,8,7,7,6,6,38,412
1573,96,38,71,37,61,47,Hunter,Control,9,3,7,3,6,4,32,350
1549,78,38,54,12,77,27,Hunter,Trials,7,3,5,1,7,2,25,286
1560,100,41,102,100,40,48,Hunter,Trials,10,4,10,10,4,4,42,431
1574,49,60,103,102,46,90,Titan,Control,4,6,10,10,4,9,43,450
1580,102,34,102,67,65,26,Hunter,Control,10,3,10,6,6,2,37,396
1552,101,44,101,37,72,56,Hunter,Trials,10,4,10,3,7,5,39,411
1560,100,24,100,60,81,18,Hunter,Trials,10,2,10,6,8,1,37,383
1577,104,32,90,22,112,8,Hunter,Control,10,3,9,2,11,0,35,368
